competition_id,category,round,match_number,date,weekday,time,home_alias,home_official,away_alias,away_official,venue,status,raw_line
paulista_sub11_2026,Sub-11,6,212,30/mai,sáb,14 h 30,UA BARBARENSE FC,UNIÃO AGRÍCOLA BARBARENSE FUTEBOL CLUBE - SANTA BÁRBARA D'OESTE,MACABI HOLAMBRA,MACABI HOLAMBRA ESPORTE CLUBE,Santa Bárbara D'Oeste,scheduled,212 30/mai - sáb 14 h 30 UA BARBARENSE FC X MACABI HOLAMBRA Santa Bárbara D'Oeste
paulista_sub11_2026,Sub-11,6,213,30/mai,sáb,14 h 30,SC PAULINENSE,SPORTING CLUB PAULINENSE,DS SPORTS LTDA,DIFFERENT SYSTEM SPORTS LTDA.,Paulínia,scheduled,213 30/mai - sáb 14 h 30 SC PAULINENSE X DS SPORTS LTDA Paulínia
paulista_sub11_2026,Sub-11,6,214,30/mai,sáb,14 h 30,RED BULL BRAGANTINO,RED BULL BRAGANTINO FUTEBOL LTDA.,PRIMAVERA SAF,PRIMAVERA SAF,Atibaia,scheduled,214 30/mai - sáb 14 h 30 RED BULL BRAGANTINO X PRIMAVERA SAF Atibaia
paulista_sub11_2026,Sub-11,6,215,30/mai,sáb,14 h 30,SÃO BERNARDO FC,SÃO BERNARDO FUTEBOL CLUBE LTDA.,VALINHOS EC,VALINHOS ESPORTE CLUBE LTDA.,Itatiba,scheduled,215 30/mai - sáb 14 h 30 SÃO BERNARDO FC X VALINHOS EC Itatiba
paulista_sub11_2026,Sub-11,6,216,30/mai,sáb,14 h 30,SFERA SAF,SFERA SAF,VALINHOS HYPER FC S.A.F,VALINHOS HYPER FUTEBOL CLUBE SAF,Jarinu,scheduled,216 30/mai - sáb 14 h 30 SFERA SAF X VALINHOS HYPER FC S.A.F Jarinu
paulista_sub11_2026,Sub-11,6,217,30/mai,sáb,14 h 30,AA FLAMENGO,ASSOCIAÇÃO ATLÉTICA FLAMENGO,PAULISTA FC,PAULISTA FUTEBOL CLUBE LTDA.,Guarulhos,scheduled,217 30/mai - sáb 14 h 30 AA FLAMENGO X PAULISTA FC Guarulhos
paulista_sub11_2026,Sub-11,6,218,30/mai,sáb,14 h 30,SE PALMEIRAS,SOCIEDADE ESPORTIVA PALMEIRAS,AD GUARULHOS,ASSOCIAÇÃO DESPORTIVA GUARULHOS,Guarulhos,scheduled,218 30/mai - sáb 14 h 30 SE PALMEIRAS X AD GUARULHOS Guarulhos
paulista_sub11_2026,Sub-11,6,219,30/mai,sáb,14 h 30,ITAQUAQUECETUBA ATH.,ITAQUAQUECETUBA ATHLETICO CLUB LTDA.,COLORADO CAIEIRAS FC,COLORADO CAIEIRAS FUTEBOL CLUBE LTDA.,Itaquaquecetuba,scheduled,219 30/mai - sáb 14 h 30 ITAQUAQUECETUBA ATH. X COLORADO CAIEIRAS FC Itaquaquecetuba
paulista_sub11_2026,Sub-11,6,220,30/mai,sáb,14 h 30,PRATA DA CASA SAF,PRATA DA CASA SAF,JUVENTUS SAF,JUVENTUS SAF,São Paulo,scheduled,220 30/mai - sáb 14 h 30 PRATA DA CASA SAF X JUVENTUS SAF São Paulo
paulista_sub11_2026,Sub-11,6,221,30/mai,sáb,14 h 30,SALTO FC,SALTO FUTEBOL CLUBE,VOTORATY FC,VOTORATY FUTEBOL CLUBE LTDA.,Salto,scheduled,221 30/mai - sáb 14 h 30 SALTO FC X VOTORATY FC Salto
paulista_sub11_2026,Sub-11,6,222,30/mai,sáb,14 h 30,SÃO PAULO FC,SÃO PAULO FUTEBOL CLUBE,GO AUDAX,GRÊMIO OSASCO AUDAX ESPORTE CLUBE,Cotia,scheduled,222 30/mai - sáb 14 h 30 SÃO PAULO FC X GO AUDAX Cotia
paulista_sub11_2026,Sub-11,6,223,30/mai,sáb,14 h 30,REFERÊNCIA FC SAF,REFERÊNCIA FUTEBOL CLUBE SAF,CLUBE VITAL SAF,CLUBE VITAL ACADEMIA DE FUTEBOL SAF,Embu das Artes,scheduled,223 30/mai - sáb 14 h 30 REFERÊNCIA FC SAF X CLUBE VITAL SAF Embu das Artes
paulista_sub11_2026,Sub-11,6,224,30/mai,sáb,14 h 30,REAL SOCCER,ASSOCIAÇÃO ACADEMY REAL FUTEBOL CLUBE,EC SÃO BENTO,ESPORTE CLUBE SÃO BENTO,Sorocaba,scheduled,224 30/mai - sáb 14 h 30 REAL SOCCER X EC SÃO BENTO Sorocaba
paulista_sub11_2026,Sub-11,6,225,30/mai,sáb,14 h 30,UNIÃO SUZANO AC,UNIÃO SUZANO ATLÉTICO CLUBE,CA ATLÉTICO MOGI,CLUBE ATLÉTICO MOGI DAS CRUZES DE FUTEBOL LTDA.,Suzano,scheduled,225 30/mai - sáb 14 h 30 UNIÃO SUZANO AC X CA ATLÉTICO MOGI Suzano
paulista_sub11_2026,Sub-11,6,226,30/mai,sáb,14 h 30,SC CORINTHIANS PTA,SPORT CLUB CORINTHIANS PAULISTA,ECUS SAF,ESPORTE CLUBE UNIÃO SUZANO SAF,São Paulo,scheduled,226 30/mai - sáb 14 h 30 SC CORINTHIANS PTA X ECUS SAF São Paulo
paulista_sub11_2026,Sub-11,6,227,30/mai,sáb,14 h 30,EC TAUBATÉ,ESPORTE CLUBE TAUBATÉ,AD MANTHIQUEIRA,ACADEMIA DESPORTIVA MANTHIQUEIRA FUTEBOL LTDA.,Taubaté,scheduled,227 30/mai - sáb 14 h 30 EC TAUBATÉ X AD MANTHIQUEIRA Taubaté
paulista_sub11_2026,Sub-11,6,228,30/mai,sáb,14 h 30,SÃO JOSÉ EC SAF,SÃO JOSÉ ESPORTE CLUBE SAF,FC PRIMEIRA CAMISA,FUTEBOL CLUBE PRIMEIRA CAMISA,São José dos Campos,scheduled,228 30/mai - sáb 14 h 30 SÃO JOSÉ EC SAF X FC PRIMEIRA CAMISA São José dos Campos
paulista_sub11_2026,Sub-11,6,229,30/mai,sáb,14 h 30,BARCELONA EC,BARCELONA ESPORTIVO CAPELA LTDA.,AA PORTUGUESA,ASSOCIAÇÃO ATLÉTICA PORTUGUESA,São Caetano do Sul,scheduled,229 30/mai - sáb 14 h 30 BARCELONA EC X AA PORTUGUESA São Caetano do Sul
paulista_sub11_2026,Sub-11,6,230,30/mai,sáb,14 h 30,SANTOS FC,SANTOS FUTEBOL CLUBE,SÃO CAETANO FL,SÃO CAETANO FUTEBOL LTDA.,Santos,scheduled,230 30/mai - sáb 14 h 30 SANTOS FC X SÃO CAETANO FL Santos
paulista_sub11_2026,Sub-11,6,231,30/mai,sáb,14 h 30,JABAQUARA AC,JABAQUARA ATLÉTICO CLUBE,EC SÃO BERNARDO SAF,ESPORTE CLUBE SÃO BERNARDO SAF,Santos,scheduled,231 30/mai - sáb 14 h 30 JABAQUARA AC X EC SÃO BERNARDO SAF Santos
paulista_sub11_2026,Sub-11,6,232,31/mai,dom,14 h 30,SÃO CARLOS FL,SÃO CARLOS FUTEBOL LTDA.,SPORT CLUBE AGUAÍ,SPORT CLUBE AGUAÍ,São Carlos,scheduled,232 31/mai - dom 14 h 30 SÃO CARLOS FL X SPORT CLUBE AGUAÍ São Carlos
paulista_sub11_2026,Sub-11,6,233,31/mai,dom,14 h 30,AA INTER LIMEIRA,ASSOCIAÇÃO ATLÉTICA INTERNACIONAL LIMEIRA,INDEPENDENTE FC,INDEPENDENTE FUTEBOL CLUBE,Limeira,scheduled,233 31/mai - dom 14 h 30 AA INTER LIMEIRA X INDEPENDENTE FC Limeira
paulista_sub11_2026,Sub-11,6,234,31/mai,dom,14 h 30,MAUÁ FUTEBOL TE,MAUÁ FUTEBOL TREINAMENTOS E ESPORTES LTDA.,GE MAUAENSE,GRÊMIO ESPORTIVO MAUAENSE,Mauá,scheduled,234 31/mai - dom 14 h 30 MAUÁ FUTEBOL TE X GE MAUAENSE Mauá
paulista_sub11_2026,Sub-11,7,235,13/jun,sáb,14 h 30,SANTA FÉ FC,SANTA FÉ FUTEBOL CLUBE LTDA.,JOSÉ BONIFÁCIO EC,JOSÉ BONIFÁCIO ESPORTE CLUBE,Santa Fé do Sul,scheduled,235 13/jun - sáb 14 h 30 SANTA FÉ FC X JOSÉ BONIFÁCIO EC Santa Fé do Sul
paulista_sub11_2026,Sub-11,7,236,13/jun,sáb,14 h 30,CA PENAPOLENSE,CLUBE ATLÉTICO PENAPOLENSE,OLÍMPIA FC,OLÍMPIA FUTEBOL CLUBE,Penápolis,scheduled,236 13/jun - sáb 14 h 30 CA PENAPOLENSE X OLÍMPIA FC Penápolis
paulista_sub11_2026,Sub-11,7,237,13/jun,sáb,14 h 30,GR. CATANDUVENSE,GRÊMIO CATANDUVENSE DE FUTEBOL,CA LINENSE,CLUBE ATLÉTICO LINENSE,Catanduva,scheduled,237 13/jun - sáb 14 h 30 GR. CATANDUVENSE X CA LINENSE Catanduva
paulista_sub11_2026,Sub-11,7,238,13/jun,sáb,14 h 30,ARAÇATUBA FC SAF,ARAÇATUBA FUTEBOL CLUBE SAF,MIRASSOL FC,MIRASSOL FUTEBOL CLUBE,Araçatuba,scheduled,238 13/jun - sáb 14 h 30 ARAÇATUBA FC SAF X MIRASSOL FC Araçatuba
paulista_sub11_2026,Sub-11,7,239,13/jun,sáb,14 h 30,PRES. PRUDENTE FC,PRESIDENTE PRUDENTE FUTEBOL CLUBE,EC XV DE JAÚ,ESPORTE CLUBE XV DE NOVEMBRO,Presidente Prudente,scheduled,239 13/jun - sáb 14 h 30 PRES. PRUDENTE FC X EC XV DE JAÚ Presidente Prudente
paulista_sub11_2026,Sub-11,7,240,13/jun,sáb,14 h 30,TUPÃ FC,TUPÃ FUTEBOL CLUBE,EC NOROESTE SAF,ESPORTE CLUBE NOROESTE SAF,Tupã,scheduled,240 13/jun - sáb 14 h 30 TUPÃ FC X EC NOROESTE SAF Tupã
paulista_sub11_2026,Sub-11,7,241,13/jun,sáb,14 h 30,CA ASSISENSE,CLUBE ATLÉTICO ASSISENSE,MARÍLIA AC,MARÍLIA ATLÉTICO CLUBE,Assis,scheduled,241 13/jun - sáb 14 h 30 CA ASSISENSE X MARÍLIA AC Assis
paulista_sub11_2026,Sub-11,7,242,13/jun,sáb,14 h 30,AA FRANCANA,ASSOCIAÇÃO ATLÉTICA FRANCANA,BATATAIS FC,BATATAIS FUTEBOL CLUBE,Franca,scheduled,242 13/jun - sáb 14 h 30 AA FRANCANA X BATATAIS FC Franca
paulista_sub11_2026,Sub-11,7,243,13/jun,sáb,14 h 30,BARRETOS EC,BARRETOS ESPORTE CLUBE,I9 FUTEBOL CLUBE,I9 INTERNACIONAL ACADEMY,Barretos,scheduled,243 13/jun - sáb 14 h 30 BARRETOS EC X I9 FUTEBOL CLUBE Barretos
paulista_sub11_2026,Sub-11,7,244,13/jun,sáb,14 h 30,COMERCIAL FC - RP,COMERCIAL FUTEBOL CLUBE,AA INTER BEBEDOURO,ASSOCIAÇÃO ATLÉTICA INTERNACIONAL BEBEDOURO,Ribeirão Preto,scheduled,244 13/jun - sáb 14 h 30 COMERCIAL FC - RP X AA INTER BEBEDOURO Ribeirão Preto
paulista_sub11_2026,Sub-11,7,245,13/jun,sáb,14 h 30,LG FUTEBOL CLUBE,LG FUTEBOL CLUBE LTDA.,BOTAFOGO S/A,BOTAFOGO FUTEBOL S/A,Serrana,scheduled,245 13/jun - sáb 14 h 30 LG FUTEBOL CLUBE X BOTAFOGO S/A Serrana
paulista_sub11_2026,Sub-11,7,246,13/jun,sáb,14 h 30,SPORT CLUBE AGUAÍ,SPORT CLUBE AGUAÍ,SE MATONENSE,SOCIEDADE ESPORTIVA MATONENSE,Aguaí,scheduled,246 13/jun - sáb 14 h 30 SPORT CLUBE AGUAÍ X SE MATONENSE Aguaí
paulista_sub11_2026,Sub-11,7,247,13/jun,sáb,14 h 30,CA TAQUARITINGA,CLUBE ATLÉTICO TAQUARITINGA,SÃO CARLOS FL,SÃO CARLOS FUTEBOL LTDA.,Taquaritinga,scheduled,247 13/jun - sáb 14 h 30 CA TAQUARITINGA X SÃO CARLOS FL Taquaritinga
paulista_sub11_2026,Sub-11,7,248,13/jun,sáb,14 h 30,RIO CLARO FC,RIO CLARO FUTEBOL CLUBE,PORTO FOOT BALL LTDA,PORTO FOOT BALL LTDA.,Rio Claro,scheduled,248 13/jun - sáb 14 h 30 RIO CLARO FC X PORTO FOOT BALL LTDA Rio Claro
paulista_sub11_2026,Sub-11,7,249,13/jun,sáb,14 h 30,PALMEIRAS FC,PALMEIRAS FUTEBOL CLUBE,AE VELO CLUBE,ASSOCIAÇÃO ESPORTIVA VELO CLUBE RIOCLARENSE - RIO CLARO,São João da Boa Vista,scheduled,249 13/jun - sáb 14 h 30 PALMEIRAS FC X AE VELO CLUBE São João da Boa Vista
paulista_sub11_2026,Sub-11,7,250,13/jun,sáb,14 h 30,MACABI HOLAMBRA,MACABI HOLAMBRA ESPORTE CLUBE,AMPARO AC,AMPARO ATHÉTICO CLUB,Holambra,scheduled,250 13/jun - sáb 14 h 30 MACABI HOLAMBRA X AMPARO AC Holambra
paulista_sub11_2026,Sub-11,7,251,13/jun,sáb,14 h 30,GUARANI FC,GUARANI FUTEBOL CLUBE,UA BARBARENSE FC,UNIÃO AGRÍCOLA BARBARENSE FUTEBOL CLUBE - SANTA BÁRBARA D'OESTE,Amparo,scheduled,251 13/jun - sáb 14 h 30 GUARANI FC X UA BARBARENSE FC Amparo
paulista_sub11_2026,Sub-11,7,252,13/jun,sáb,14 h 30,RIO BRANCO EC,RIO BRANCO ESPORTE CLUBE,AA INTER LIMEIRA,ASSOCIAÇÃO ATLÉTICA INTERNACIONAL LIMEIRA,Americana,scheduled,252 13/jun - sáb 14 h 30 RIO BRANCO EC X AA INTER LIMEIRA Americana
paulista_sub11_2026,Sub-11,7,253,13/jun,sáb,14 h 30,INDEPENDENTE FC,INDEPENDENTE FUTEBOL CLUBE,COSMOPOLITANO SPORTS,COSMOPOLITANO SPORTS LTDA.,Limeira,scheduled,253 13/jun - sáb 14 h 30 INDEPENDENTE FC X COSMOPOLITANO SPORTS Limeira
paulista_sub11_2026,Sub-11,7,254,13/jun,sáb,14 h 30,VALINHOS EC,VALINHOS ESPORTE CLUBE LTDA.,SC PAULINENSE,SPORTING CLUB PAULINENSE,Itatiba,scheduled,254 13/jun - sáb 14 h 30 VALINHOS EC X SC PAULINENSE Itatiba
paulista_sub11_2026,Sub-11,7,255,13/jun,sáb,14 h 30,PRIMAVERA SAF,PRIMAVERA SAF,SÃO BERNARDO FC,SÃO BERNARDO FUTEBOL CLUBE LTDA.,Indaiatuba,scheduled,255 13/jun - sáb 14 h 30 PRIMAVERA SAF X SÃO BERNARDO FC Indaiatuba
paulista_sub11_2026,Sub-11,7,256,13/jun,sáb,14 h 30,DS SPORTS LTDA,DIFFERENT SYSTEM SPORTS LTDA.,SFERA SAF,SFERA SAF,Atibaia,scheduled,256 13/jun - sáb 14 h 30 DS SPORTS LTDA X SFERA SAF Atibaia
paulista_sub11_2026,Sub-11,7,257,13/jun,sáb,14 h 30,VALINHOS HYPER FC S.A.F,VALINHOS HYPER FUTEBOL CLUBE SAF,RED BULL BRAGANTINO,RED BULL BRAGANTINO FUTEBOL LTDA.,Valinhos,scheduled,257 13/jun - sáb 14 h 30 VALINHOS HYPER FC S.A.F X RED BULL BRAGANTINO Valinhos
paulista_sub11_2026,Sub-11,7,258,13/jun,sáb,14 h 30,COLORADO CAIEIRAS FC,COLORADO CAIEIRAS FUTEBOL CLUBE LTDA.,AA FLAMENGO,ASSOCIAÇÃO ATLÉTICA FLAMENGO,Caieiras,scheduled,258 13/jun - sáb 14 h 30 COLORADO CAIEIRAS FC X AA FLAMENGO Caieiras
paulista_sub11_2026,Sub-11,7,259,13/jun,sáb,14 h 30,AD GUARULHOS,ASSOCIAÇÃO DESPORTIVA GUARULHOS,ITAQUAQUECETUBA ATH.,ITAQUAQUECETUBA ATHLETICO CLUB LTDA.,Guarulhos,scheduled,259 13/jun - sáb 14 h 30 AD GUARULHOS X ITAQUAQUECETUBA ATH. Guarulhos
paulista_sub11_2026,Sub-11,7,260,13/jun,sáb,14 h 30,PAULISTA FC,PAULISTA FUTEBOL CLUBE LTDA.,PRATA DA CASA SAF,PRATA DA CASA SAF,Jundiaí,scheduled,260 13/jun - sáb 14 h 30 PAULISTA FC X PRATA DA CASA SAF Jundiaí
paulista_sub11_2026,Sub-11,7,261,13/jun,sáb,14 h 30,JUVENTUS SAF,JUVENTUS SAF,SE PALMEIRAS,SOCIEDADE ESPORTIVA PALMEIRAS,São Paulo,scheduled,261 13/jun - sáb 14 h 30 JUVENTUS SAF X SE PALMEIRAS São Paulo
paulista_sub11_2026,Sub-11,7,262,13/jun,sáb,14 h 30,CLUBE VITAL SAF,CLUBE VITAL ACADEMIA DE FUTEBOL SAF,SALTO FC,SALTO FUTEBOL CLUBE,Ibiúna,scheduled,262 13/jun - sáb 14 h 30 CLUBE VITAL SAF X SALTO FC Ibiúna
paulista_sub11_2026,Sub-11,7,263,13/jun,sáb,14 h 30,GO AUDAX,GRÊMIO OSASCO AUDAX ESPORTE CLUBE,REFERÊNCIA FC SAF,REFERÊNCIA FUTEBOL CLUBE SAF,Osasco,scheduled,263 13/jun - sáb 14 h 30 GO AUDAX X REFERÊNCIA FC SAF Osasco
paulista_sub11_2026,Sub-11,7,264,13/jun,sáb,14 h 30,EC SÃO BENTO,ESPORTE CLUBE SÃO BENTO,SÃO PAULO FC,SÃO PAULO FUTEBOL CLUBE,Sorocaba,scheduled,264 13/jun - sáb 14 h 30 EC SÃO BENTO X SÃO PAULO FC Sorocaba
paulista_sub11_2026,Sub-11,7,265,13/jun,sáb,14 h 30,AD MANTHIQUEIRA,ACADEMIA DESPORTIVA MANTHIQUEIRA FUTEBOL LTDA.,UNIÃO SUZANO AC,UNIÃO SUZANO ATLÉTICO CLUBE,Guaratinguetá,scheduled,265 13/jun - sáb 14 h 30 AD MANTHIQUEIRA X UNIÃO SUZANO AC Guaratinguetá
paulista_sub11_2026,Sub-11,7,266,13/jun,sáb,14 h 30,ECUS SAF,ESPORTE CLUBE UNIÃO SUZANO SAF,EC TAUBATÉ,ESPORTE CLUBE TAUBATÉ,Suzano,scheduled,266 13/jun - sáb 14 h 30 ECUS SAF X EC TAUBATÉ Suzano
paulista_sub11_2026,Sub-11,7,267,13/jun,sáb,14 h 30,CA ATLÉTICO MOGI,CLUBE ATLÉTICO MOGI DAS CRUZES DE FUTEBOL LTDA.,SÃO JOSÉ EC SAF,SÃO JOSÉ ESPORTE CLUBE SAF,Mogi das Cruzes,scheduled,267 13/jun - sáb 14 h 30 CA ATLÉTICO MOGI X SÃO JOSÉ EC SAF Mogi das Cruzes
paulista_sub11_2026,Sub-11,7,268,13/jun,sáb,14 h 30,FC PRIMEIRA CAMISA,FUTEBOL CLUBE PRIMEIRA CAMISA,SC CORINTHIANS PTA,SPORT CLUB CORINTHIANS PAULISTA,São José dos Campos,scheduled,268 13/jun - sáb 14 h 30 FC PRIMEIRA CAMISA X SC CORINTHIANS PTA São José dos Campos
paulista_sub11_2026,Sub-11,7,269,13/jun,sáb,14 h 30,EC SÃO BERNARDO SAF,ESPORTE CLUBE SÃO BERNARDO SAF,BARCELONA EC,BARCELONA ESPORTIVO CAPELA LTDA.,São Bernardo do Campo,scheduled,269 13/jun - sáb 14 h 30 EC SÃO BERNARDO SAF X BARCELONA EC São Bernardo do Campo
paulista_sub11_2026,Sub-11,7,270,13/jun,sáb,14 h 30,SÃO CAETANO FL,SÃO CAETANO FUTEBOL LTDA.,JABAQUARA AC,JABAQUARA ATLÉTICO CLUBE,São Caetano do Sul,scheduled,270 13/jun - sáb 14 h 30 SÃO CAETANO FL X JABAQUARA AC São Caetano do Sul
paulista_sub11_2026,Sub-11,7,271,13/jun,sáb,14 h 30,AA PORTUGUESA,ASSOCIAÇÃO ATLÉTICA PORTUGUESA,MAUÁ FUTEBOL TE,MAUÁ FUTEBOL TREINAMENTOS E ESPORTES LTDA.,Santos,scheduled,271 13/jun - sáb 14 h 30 AA PORTUGUESA X MAUÁ FUTEBOL TE Santos
paulista_sub11_2026,Sub-11,7,272,14/jun,dom,14 h 30,VOTORATY FC,VOTORATY FUTEBOL CLUBE LTDA.,REAL SOCCER,ASSOCIAÇÃO ACADEMY REAL FUTEBOL CLUBE,Votorantim,scheduled,272 14/jun - dom 14 h 30 VOTORATY FC X REAL SOCCER Votorantim
paulista_sub11_2026,Sub-11,7,273,14/jun,dom,14 h 30,GE MAUAENSE,GRÊMIO ESPORTIVO MAUAENSE,SANTOS FC,SANTOS FUTEBOL CLUBE,Mauá,scheduled,273 14/jun - dom 14 h 30 GE MAUAENSE X SANTOS FC Mauá
paulista_sub11_2026,Sub-11,8,274,27/jun,sáb,14 h 30,CA PENAPOLENSE,CLUBE ATLÉTICO PENAPOLENSE,JOSÉ BONIFÁCIO EC,JOSÉ BONIFÁCIO ESPORTE CLUBE,Penápolis,scheduled,274 27/jun - sáb 14 h 30 CA PENAPOLENSE X JOSÉ BONIFÁCIO EC Penápolis
paulista_sub11_2026,Sub-11,8,275,27/jun,sáb,14 h 30,MIRASSOL FC,MIRASSOL FUTEBOL CLUBE,OLÍMPIA FC,OLÍMPIA FUTEBOL CLUBE,Bálsamo,scheduled,275 27/jun - sáb 14 h 30 MIRASSOL FC X OLÍMPIA FC Bálsamo
paulista_sub11_2026,Sub-11,8,276,27/jun,sáb,14 h 30,SANTA FÉ FC,SANTA FÉ FUTEBOL CLUBE LTDA.,CA LINENSE,CLUBE ATLÉTICO LINENSE,Santa Fé do Sul,scheduled,276 27/jun - sáb 14 h 30 SANTA FÉ FC X CA LINENSE Santa Fé do Sul
paulista_sub11_2026,Sub-11,8,277,27/jun,sáb,14 h 30,ARAÇATUBA FC SAF,ARAÇATUBA FUTEBOL CLUBE SAF,GR. CATANDUVENSE,GRÊMIO CATANDUVENSE DE FUTEBOL,Araçatuba,scheduled,277 27/jun - sáb 14 h 30 ARAÇATUBA FC SAF X GR. CATANDUVENSE Araçatuba
paulista_sub11_2026,Sub-11,8,278,27/jun,sáb,14 h 30,PRES. PRUDENTE FC,PRESIDENTE PRUDENTE FUTEBOL CLUBE,AA ITARARÉ,ASSOCIAÇÃO ATLÉTICA ITARARÉ,Presidente Prudente,scheduled,278 27/jun - sáb 14 h 30 PRES. PRUDENTE FC X AA ITARARÉ Presidente Prudente
paulista_sub11_2026,Sub-11,8,279,27/jun,sáb,14 h 30,CA ASSISENSE,CLUBE ATLÉTICO ASSISENSE,EC NOROESTE SAF,ESPORTE CLUBE NOROESTE SAF,Assis,scheduled,279 27/jun - sáb 14 h 30 CA ASSISENSE X EC NOROESTE SAF Assis
paulista_sub11_2026,Sub-11,8,280,27/jun,sáb,14 h 30,TUPÃ FC,TUPÃ FUTEBOL CLUBE,EC XV DE JAÚ,ESPORTE CLUBE XV DE NOVEMBRO,Tupã,scheduled,280 27/jun - sáb 14 h 30 TUPÃ FC X EC XV DE JAÚ Tupã
paulista_sub11_2026,Sub-11,8,281,27/jun,sáb,14 h 30,BARRETOS EC,BARRETOS ESPORTE CLUBE,BATATAIS FC,BATATAIS FUTEBOL CLUBE,Barretos,scheduled,281 27/jun - sáb 14 h 30 BARRETOS EC X BATATAIS FC Barretos
paulista_sub11_2026,Sub-11,8,282,27/jun,sáb,14 h 30,BOTAFOGO S/A,BOTAFOGO FUTEBOL S/A,I9 FUTEBOL CLUBE,I9 INTERNACIONAL ACADEMY,Ribeirão Preto,scheduled,282 27/jun - sáb 14 h 30 BOTAFOGO S/A X I9 FUTEBOL CLUBE Ribeirão Preto
paulista_sub11_2026,Sub-11,8,283,27/jun,sáb,14 h 30,AA FRANCANA,ASSOCIAÇÃO ATLÉTICA FRANCANA,AA INTER BEBEDOURO,ASSOCIAÇÃO ATLÉTICA INTERNACIONAL BEBEDOURO,Franca,scheduled,283 27/jun - sáb 14 h 30 AA FRANCANA X AA INTER BEBEDOURO Franca
paulista_sub11_2026,Sub-11,8,284,27/jun,sáb,14 h 30,LG FUTEBOL CLUBE,LG FUTEBOL CLUBE LTDA.,COMERCIAL FC - RP,COMERCIAL FUTEBOL CLUBE,Serrana,scheduled,284 27/jun - sáb 14 h 30 LG FUTEBOL CLUBE X COMERCIAL FC - RP Serrana
paulista_sub11_2026,Sub-11,8,285,27/jun,sáb,14 h 30,CA TAQUARITINGA,CLUBE ATLÉTICO TAQUARITINGA,SE MATONENSE,SOCIEDADE ESPORTIVA MATONENSE,Taquaritinga,scheduled,285 27/jun - sáb 14 h 30 CA TAQUARITINGA X SE MATONENSE Taquaritinga
paulista_sub11_2026,Sub-11,8,286,27/jun,sáb,14 h 30,AE VELO CLUBE,ASSOCIAÇÃO ESPORTIVA VELO CLUBE RIOCLARENSE - RIO CLARO,SÃO CARLOS FL,SÃO CARLOS FUTEBOL LTDA.,Rio Claro,scheduled,286 27/jun - sáb 14 h 30 AE VELO CLUBE X SÃO CARLOS FL Rio Claro
paulista_sub11_2026,Sub-11,8,287,27/jun,sáb,14 h 30,SPORT CLUBE AGUAÍ,SPORT CLUBE AGUAÍ,PORTO FOOT BALL LTDA,PORTO FOOT BALL LTDA.,Aguaí,scheduled,287 27/jun - sáb 14 h 30 SPORT CLUBE AGUAÍ X PORTO FOOT BALL LTDA Aguaí
paulista_sub11_2026,Sub-11,8,288,27/jun,sáb,14 h 30,PALMEIRAS FC,PALMEIRAS FUTEBOL CLUBE,RIO CLARO FC,RIO CLARO FUTEBOL CLUBE,São João da Boa Vista,scheduled,288 27/jun - sáb 14 h 30 PALMEIRAS FC X RIO CLARO FC São João da Boa Vista
paulista_sub11_2026,Sub-11,8,289,27/jun,sáb,14 h 30,GUARANI FC,GUARANI FUTEBOL CLUBE,AMPARO AC,AMPARO ATHÉTICO CLUB,Amparo,scheduled,289 27/jun - sáb 14 h 30 GUARANI FC X AMPARO AC Amparo
paulista_sub11_2026,Sub-11,8,290,27/jun,sáb,14 h 30,COSMOPOLITANO SPORTS,COSMOPOLITANO SPORTS LTDA.,UA BARBARENSE FC,UNIÃO AGRÍCOLA BARBARENSE FUTEBOL CLUBE - SANTA BÁRBARA D'OESTE,Cosmópolis,scheduled,290 27/jun - sáb 14 h 30 COSMOPOLITANO SPORTS X UA BARBARENSE FC Cosmópolis
paulista_sub11_2026,Sub-11,8,291,27/jun,sáb,14 h 30,MACABI HOLAMBRA,MACABI HOLAMBRA ESPORTE CLUBE,AA INTER LIMEIRA,ASSOCIAÇÃO ATLÉTICA INTERNACIONAL LIMEIRA,Holambra,scheduled,291 27/jun - sáb 14 h 30 MACABI HOLAMBRA X AA INTER LIMEIRA Holambra
paulista_sub11_2026,Sub-11,8,292,27/jun,sáb,14 h 30,INDEPENDENTE FC,INDEPENDENTE FUTEBOL CLUBE,RIO BRANCO EC,RIO BRANCO ESPORTE CLUBE,Limeira,scheduled,292 27/jun - sáb 14 h 30 INDEPENDENTE FC X RIO BRANCO EC Limeira
paulista_sub11_2026,Sub-11,8,293,27/jun,sáb,14 h 30,PRIMAVERA SAF,PRIMAVERA SAF,SC PAULINENSE,SPORTING CLUB PAULINENSE,Indaiatuba,scheduled,293 27/jun - sáb 14 h 30 PRIMAVERA SAF X SC PAULINENSE Indaiatuba
paulista_sub11_2026,Sub-11,8,294,27/jun,sáb,14 h 30,RED BULL BRAGANTINO,RED BULL BRAGANTINO FUTEBOL LTDA.,SÃO BERNARDO FC,SÃO BERNARDO FUTEBOL CLUBE LTDA.,Atibaia,scheduled,294 27/jun - sáb 14 h 30 RED BULL BRAGANTINO X SÃO BERNARDO FC Atibaia
