competition_id,category,round,match_number,date,weekday,time,home_alias,home_official,away_alias,away_official,venue,status,raw_line
paulista_sub12_2026,Sub-12,1,1,28/mar,sáb,16 h 00,JOSÉ BONIFÁCIO EC,JOSÉ BONIFÁCIO ESPORTE CLUBE,CA PENAPOLENSE,CLUBE ATLÉTICO PENAPOLENSE,José Bonifácio,scheduled,001 28/mar - sáb 16 h 00 JOSÉ BONIFÁCIO EC X CA PENAPOLENSE José Bonifácio
paulista_sub12_2026,Sub-12,1,2,28/mar,sáb,16 h 00,OLÍMPIA FC,OLÍMPIA FUTEBOL CLUBE,MIRASSOL FC,MIRASSOL FUTEBOL CLUBE,Olímpia,scheduled,002 28/mar - sáb 16 h 00 OLÍMPIA FC X MIRASSOL FC Olímpia
paulista_sub12_2026,Sub-12,1,3,28/mar,sáb,16 h 00,CA LINENSE,CLUBE ATLÉTICO LINENSE,SANTA FÉ FC,SANTA FÉ FUTEBOL CLUBE LTDA.,Lins,scheduled,003 28/mar - sáb 16 h 00 CA LINENSE X SANTA FÉ FC Lins
paulista_sub12_2026,Sub-12,1,4,28/mar,sáb,16 h 00,GR. CATANDUVENSE,GRÊMIO CATANDUVENSE DE FUTEBOL,ARAÇATUBA FC SAF,ARAÇATUBA FUTEBOL CLUBE SAF,Catanduva,scheduled,004 28/mar - sáb 16 h 00 GR. CATANDUVENSE X ARAÇATUBA FC SAF Catanduva
paulista_sub12_2026,Sub-12,1,5,28/mar,sáb,16 h 00,AA ITARARÉ,ASSOCIAÇÃO ATLÉTICA ITARARÉ,PRES. PRUDENTE FC,PRESIDENTE PRUDENTE FUTEBOL CLUBE,Itararé,scheduled,005 28/mar - sáb 16 h 00 AA ITARARÉ X PRES. PRUDENTE FC Itararé
paulista_sub12_2026,Sub-12,1,6,28/mar,sáb,16 h 00,EC NOROESTE SAF,ESPORTE CLUBE NOROESTE SAF,CA ASSISENSE,CLUBE ATLÉTICO ASSISENSE,Iacanga,scheduled,006 28/mar - sáb 16 h 00 EC NOROESTE SAF X CA ASSISENSE Iacanga
paulista_sub12_2026,Sub-12,1,7,28/mar,sáb,16 h 00,EC XV DE JAÚ,ESPORTE CLUBE XV DE NOVEMBRO,TUPÃ FC,TUPÃ FUTEBOL CLUBE,Jaú,scheduled,007 28/mar - sáb 16 h 00 EC XV DE JAÚ X TUPÃ FC Jaú
paulista_sub12_2026,Sub-12,1,8,28/mar,sáb,16 h 00,BATATAIS FC,BATATAIS FUTEBOL CLUBE,BARRETOS EC,BARRETOS ESPORTE CLUBE,Batatais,scheduled,008 28/mar - sáb 16 h 00 BATATAIS FC X BARRETOS EC Batatais
paulista_sub12_2026,Sub-12,1,9,28/mar,sáb,16 h 00,I9 FUTEBOL CLUBE,I9 INTERNACIONAL ACADEMY,BOTAFOGO S/A,BOTAFOGO FUTEBOL S/A,Ribeirão Preto,scheduled,009 28/mar - sáb 16 h 00 I9 FUTEBOL CLUBE X BOTAFOGO S/A Ribeirão Preto
paulista_sub12_2026,Sub-12,1,10,28/mar,sáb,16 h 00,COMERCIAL FC - RP,COMERCIAL FUTEBOL CLUBE,LG FUTEBOL CLUBE,LG FUTEBOL CLUBE LTDA.,Ribeirão Preto,scheduled,010 28/mar - sáb 16 h 00 COMERCIAL FC - RP X LG FUTEBOL CLUBE Ribeirão Preto
paulista_sub12_2026,Sub-12,1,11,28/mar,sáb,16 h 00,SE MATONENSE,SOCIEDADE ESPORTIVA MATONENSE,CA TAQUARITINGA,CLUBE ATLÉTICO TAQUARITINGA,Matão,scheduled,011 28/mar - sáb 16 h 00 SE MATONENSE X CA TAQUARITINGA Matão
paulista_sub12_2026,Sub-12,1,12,28/mar,sáb,16 h 00,PORTO FOOT BALL LTDA,PORTO FOOT BALL LTDA.,SPORT CLUBE AGUAÍ,SPORT CLUBE AGUAÍ,Porto Ferreira,scheduled,012 28/mar - sáb 16 h 00 PORTO FOOT BALL LTDA X SPORT CLUBE AGUAÍ Porto Ferreira
paulista_sub12_2026,Sub-12,1,13,28/mar,sáb,16 h 00,RIO CLARO FC,RIO CLARO FUTEBOL CLUBE,PALMEIRAS FC,PALMEIRAS FUTEBOL CLUBE,Rio Claro,scheduled,013 28/mar - sáb 16 h 00 RIO CLARO FC X PALMEIRAS FC Rio Claro
paulista_sub12_2026,Sub-12,1,14,28/mar,sáb,16 h 00,AMPARO AC,AMPARO ATHÉTICO CLUB,GUARANI FC,GUARANI FUTEBOL CLUBE,Amparo,scheduled,014 28/mar - sáb 16 h 00 AMPARO AC X GUARANI FC Amparo
paulista_sub12_2026,Sub-12,1,15,28/mar,sáb,16 h 00,UA BARBARENSE FC,UNIÃO AGRÍCOLA BARBARENSE FUTEBOL CLUBE - SANTA BÁRBARA D'OESTE,COSMOPOLITANO SPORTS,COSMOPOLITANO SPORTS LTDA.,Santa Bárbara D'Oeste,scheduled,015 28/mar - sáb 16 h 00 UA BARBARENSE FC X COSMOPOLITANO SPORTS Santa Bárbara D'Oeste
paulista_sub12_2026,Sub-12,1,16,28/mar,sáb,16 h 00,AA INTER LIMEIRA,ASSOCIAÇÃO ATLÉTICA INTERNACIONAL LIMEIRA,MACABI HOLAMBRA,MACABI HOLAMBRA ESPORTE CLUBE,Limeira,scheduled,016 28/mar - sáb 16 h 00 AA INTER LIMEIRA X MACABI HOLAMBRA Limeira
paulista_sub12_2026,Sub-12,1,17,28/mar,sáb,16 h 00,RIO BRANCO EC,RIO BRANCO ESPORTE CLUBE,INDEPENDENTE FC,INDEPENDENTE FUTEBOL CLUBE,Americana,scheduled,017 28/mar - sáb 16 h 00 RIO BRANCO EC X INDEPENDENTE FC Americana
paulista_sub12_2026,Sub-12,1,18,28/mar,sáb,16 h 00,SC PAULINENSE,SPORTING CLUB PAULINENSE,PRIMAVERA SAF,PRIMAVERA SAF,Paulínia,scheduled,018 28/mar - sáb 16 h 00 SC PAULINENSE X PRIMAVERA SAF Paulínia
paulista_sub12_2026,Sub-12,1,19,28/mar,sáb,16 h 00,SÃO BERNARDO FC,SÃO BERNARDO FUTEBOL CLUBE LTDA.,RED BULL BRAGANTINO,RED BULL BRAGANTINO FUTEBOL LTDA.,Itatiba,scheduled,019 28/mar - sáb 16 h 00 SÃO BERNARDO FC X RED BULL BRAGANTINO Itatiba
paulista_sub12_2026,Sub-12,1,20,28/mar,sáb,16 h 00,SFERA SAF,SFERA SAF,VALINHOS EC,VALINHOS ESPORTE CLUBE LTDA.,Jarinu,scheduled,020 28/mar - sáb 16 h 00 SFERA SAF X VALINHOS EC Jarinu
paulista_sub12_2026,Sub-12,1,21,28/mar,sáb,16 h 00,DS SPORTS LTDA,DIFFERENT SYSTEM SPORTS LTDA.,VALINHOS HYPER FC S.A.F,VALINHOS HYPER FUTEBOL CLUBE SAF,Atibaia,scheduled,021 28/mar - sáb 16 h 00 DS SPORTS LTDA X VALINHOS HYPER FC S.A.F Atibaia
paulista_sub12_2026,Sub-12,1,22,28/mar,sáb,16 h 00,AA FLAMENGO,ASSOCIAÇÃO ATLÉTICA FLAMENGO,AD GUARULHOS,ASSOCIAÇÃO DESPORTIVA GUARULHOS,Guarulhos,scheduled,022 28/mar - sáb 16 h 00 AA FLAMENGO X AD GUARULHOS Guarulhos
paulista_sub12_2026,Sub-12,1,23,28/mar,sáb,16 h 00,ITAQUAQUECETUBA ATH.,ITAQUAQUECETUBA ATHLETICO CLUB LTDA.,SE PALMEIRAS,SOCIEDADE ESPORTIVA PALMEIRAS,Itaquaquecetuba,scheduled,023 28/mar - sáb 16 h 00 ITAQUAQUECETUBA ATH. X SE PALMEIRAS Itaquaquecetuba
paulista_sub12_2026,Sub-12,1,24,28/mar,sáb,16 h 00,PRATA DA CASA SAF,PRATA DA CASA SAF,COLORADO CAIEIRAS FC,COLORADO CAIEIRAS FUTEBOL CLUBE LTDA.,São Paulo,scheduled,024 28/mar - sáb 16 h 00 PRATA DA CASA SAF X COLORADO CAIEIRAS FC São Paulo
paulista_sub12_2026,Sub-12,1,25,28/mar,sáb,16 h 00,PAULISTA FC,PAULISTA FUTEBOL CLUBE LTDA.,JUVENTUS SAF,JUVENTUS SAF,Jundiaí,scheduled,025 28/mar - sáb 16 h 00 PAULISTA FC X JUVENTUS SAF Jundiaí
paulista_sub12_2026,Sub-12,1,26,28/mar,sáb,16 h 00,SALTO FC,SALTO FUTEBOL CLUBE,GO AUDAX,GRÊMIO OSASCO AUDAX ESPORTE CLUBE,Salto,scheduled,026 28/mar - sáb 16 h 00 SALTO FC X GO AUDAX Salto
paulista_sub12_2026,Sub-12,1,27,28/mar,sáb,16 h 00,REFERÊNCIA FC SAF,REFERÊNCIA FUTEBOL CLUBE SAF,SÃO PAULO FC,SÃO PAULO FUTEBOL CLUBE,Embu das Artes,scheduled,027 28/mar - sáb 16 h 00 REFERÊNCIA FC SAF X SÃO PAULO FC Embu das Artes
paulista_sub12_2026,Sub-12,1,28,28/mar,sáb,16 h 00,REAL SOCCER,ASSOCIAÇÃO ACADEMY REAL FUTEBOL CLUBE,CLUBE VITAL SAF,CLUBE VITAL ACADEMIA DE FUTEBOL SAF,Sorocaba,scheduled,028 28/mar - sáb 16 h 00 REAL SOCCER X CLUBE VITAL SAF Sorocaba
paulista_sub12_2026,Sub-12,1,29,28/mar,sáb,16 h 00,VOTORATY FC,VOTORATY FUTEBOL CLUBE LTDA.,EC SÃO BENTO,ESPORTE CLUBE SÃO BENTO,Votorantim,scheduled,029 28/mar - sáb 16 h 00 VOTORATY FC X EC SÃO BENTO Votorantim
paulista_sub12_2026,Sub-12,1,30,28/mar,sáb,16 h 00,SÃO JOSÉ EC SAF,SÃO JOSÉ ESPORTE CLUBE SAF,AD MANTHIQUEIRA,ACADEMIA DESPORTIVA MANTHIQUEIRA FUTEBOL LTDA.,São José dos Campos,scheduled,030 28/mar - sáb 16 h 00 SÃO JOSÉ EC SAF X AD MANTHIQUEIRA São José dos Campos
paulista_sub12_2026,Sub-12,1,31,28/mar,sáb,16 h 00,CA ATLÉTICO MOGI,CLUBE ATLÉTICO MOGI DAS CRUZES DE FUTEBOL LTDA.,FC PRIMEIRA CAMISA,FUTEBOL CLUBE PRIMEIRA CAMISA,Mogi das Cruzes,scheduled,031 28/mar - sáb 16 h 00 CA ATLÉTICO MOGI X FC PRIMEIRA CAMISA Mogi das Cruzes
paulista_sub12_2026,Sub-12,1,32,28/mar,sáb,16 h 00,BARCELONA EC,BARCELONA ESPORTIVO CAPELA LTDA.,SÃO CAETANO FL,SÃO CAETANO FUTEBOL LTDA.,São Caetano do Sul,scheduled,032 28/mar - sáb 16 h 00 BARCELONA EC X SÃO CAETANO FL São Caetano do Sul
paulista_sub12_2026,Sub-12,1,33,28/mar,sáb,16 h 00,MAUÁ FUTEBOL TE,MAUÁ FUTEBOL TREINAMENTOS E ESPORTES LTDA.,EC SÃO BERNARDO SAF,ESPORTE CLUBE SÃO BERNARDO SAF,Mauá,scheduled,033 28/mar - sáb 16 h 00 MAUÁ FUTEBOL TE X EC SÃO BERNARDO SAF Mauá
paulista_sub12_2026,Sub-12,1,34,28/mar,sáb,16 h 00,AA PORTUGUESA,ASSOCIAÇÃO ATLÉTICA PORTUGUESA,GE MAUAENSE,GRÊMIO ESPORTIVO MAUAENSE,Santos,scheduled,034 28/mar - sáb 16 h 00 AA PORTUGUESA X GE MAUAENSE Santos
paulista_sub12_2026,Sub-12,1,35,29/mar,dom,16 h 00,AA INTER BEBEDOURO,ASSOCIAÇÃO ATLÉTICA INTERNACIONAL BEBEDOURO,AA FRANCANA,ASSOCIAÇÃO ATLÉTICA FRANCANA,Bebedouro,scheduled,035 29/mar - dom 16 h 00 AA INTER BEBEDOURO X AA FRANCANA Bebedouro
paulista_sub12_2026,Sub-12,1,36,29/mar,dom,16 h 00,SÃO CARLOS FL,SÃO CARLOS FUTEBOL LTDA.,AE VELO CLUBE,ASSOCIAÇÃO ESPORTIVA VELO CLUBE RIOCLARENSE - RIO CLARO,São Carlos,scheduled,036 29/mar - dom 16 h 00 SÃO CARLOS FL X AE VELO CLUBE São Carlos
paulista_sub12_2026,Sub-12,1,37,29/mar,dom,16 h 00,UNIÃO SUZANO AC,UNIÃO SUZANO ATLÉTICO CLUBE,ECUS SAF,ESPORTE CLUBE UNIÃO SUZANO SAF,Suzano,scheduled,037 29/mar - dom 16 h 00 UNIÃO SUZANO AC X ECUS SAF Suzano
paulista_sub12_2026,Sub-12,1,38,29/mar,dom,16 h 00,EC TAUBATÉ,ESPORTE CLUBE TAUBATÉ,SC CORINTHIANS PTA,SPORT CLUB CORINTHIANS PAULISTA,Taubaté,scheduled,038 29/mar - dom 16 h 00 EC TAUBATÉ X SC CORINTHIANS PTA Taubaté
paulista_sub12_2026,Sub-12,1,39,29/mar,dom,16 h 00,JABAQUARA AC,JABAQUARA ATLÉTICO CLUBE,SANTOS FC,SANTOS FUTEBOL CLUBE,Santos,scheduled,039 29/mar - dom 16 h 00 JABAQUARA AC X SANTOS FC Santos
paulista_sub12_2026,Sub-12,2,40,11/abr,sáb,16 h 00,MIRASSOL FC,MIRASSOL FUTEBOL CLUBE,JOSÉ BONIFÁCIO EC,JOSÉ BONIFÁCIO ESPORTE CLUBE,Bálsamo,scheduled,040 11/abr - sáb 16 h 00 MIRASSOL FC X JOSÉ BONIFÁCIO EC Bálsamo
paulista_sub12_2026,Sub-12,2,41,11/abr,sáb,16 h 00,ARAÇATUBA FC SAF,ARAÇATUBA FUTEBOL CLUBE SAF,OLÍMPIA FC,OLÍMPIA FUTEBOL CLUBE,Araçatuba,scheduled,041 11/abr - sáb 16 h 00 ARAÇATUBA FC SAF X OLÍMPIA FC Araçatuba
paulista_sub12_2026,Sub-12,2,42,11/abr,sáb,16 h 00,CA PENAPOLENSE,CLUBE ATLÉTICO PENAPOLENSE,CA LINENSE,CLUBE ATLÉTICO LINENSE,Penápolis,scheduled,042 11/abr - sáb 16 h 00 CA PENAPOLENSE X CA LINENSE Penápolis
paulista_sub12_2026,Sub-12,2,43,11/abr,sáb,16 h 00,SANTA FÉ FC,SANTA FÉ FUTEBOL CLUBE LTDA.,GR. CATANDUVENSE,GRÊMIO CATANDUVENSE DE FUTEBOL,Santa Fé do Sul,scheduled,043 11/abr - sáb 16 h 00 SANTA FÉ FC X GR. CATANDUVENSE Santa Fé do Sul
paulista_sub12_2026,Sub-12,2,44,11/abr,sáb,16 h 00,TUPÃ FC,TUPÃ FUTEBOL CLUBE,AA ITARARÉ,ASSOCIAÇÃO ATLÉTICA ITARARÉ,Tupã,scheduled,044 11/abr - sáb 16 h 00 TUPÃ FC X AA ITARARÉ Tupã
paulista_sub12_2026,Sub-12,2,45,11/abr,sáb,16 h 00,MARÍLIA AC,MARÍLIA ATLÉTICO CLUBE,EC NOROESTE SAF,ESPORTE CLUBE NOROESTE SAF,Marília,scheduled,045 11/abr - sáb 16 h 00 MARÍLIA AC X EC NOROESTE SAF Marília
paulista_sub12_2026,Sub-12,2,46,11/abr,sáb,16 h 00,CA ASSISENSE,CLUBE ATLÉTICO ASSISENSE,EC XV DE JAÚ,ESPORTE CLUBE XV DE NOVEMBRO,Assis,scheduled,046 11/abr - sáb 16 h 00 CA ASSISENSE X EC XV DE JAÚ Assis
paulista_sub12_2026,Sub-12,2,47,11/abr,sáb,16 h 00,BOTAFOGO S/A,BOTAFOGO FUTEBOL S/A,BATATAIS FC,BATATAIS FUTEBOL CLUBE,Ribeirão Preto,scheduled,047 11/abr - sáb 16 h 00 BOTAFOGO S/A X BATATAIS FC Ribeirão Preto
paulista_sub12_2026,Sub-12,2,48,11/abr,sáb,16 h 00,LG FUTEBOL CLUBE,LG FUTEBOL CLUBE LTDA.,I9 FUTEBOL CLUBE,I9 INTERNACIONAL ACADEMY,Serrana,scheduled,048 11/abr - sáb 16 h 00 LG FUTEBOL CLUBE X I9 FUTEBOL CLUBE Serrana
paulista_sub12_2026,Sub-12,2,49,11/abr,sáb,16 h 00,BARRETOS EC,BARRETOS ESPORTE CLUBE,AA INTER BEBEDOURO,ASSOCIAÇÃO ATLÉTICA INTERNACIONAL BEBEDOURO,Barretos,scheduled,049 11/abr - sáb 16 h 00 BARRETOS EC X AA INTER BEBEDOURO Barretos
paulista_sub12_2026,Sub-12,2,50,11/abr,sáb,16 h 00,AA FRANCANA,ASSOCIAÇÃO ATLÉTICA FRANCANA,COMERCIAL FC - RP,COMERCIAL FUTEBOL CLUBE,Franca,scheduled,050 11/abr - sáb 16 h 00 AA FRANCANA X COMERCIAL FC - RP Franca
paulista_sub12_2026,Sub-12,2,51,11/abr,sáb,16 h 00,AE VELO CLUBE,ASSOCIAÇÃO ESPORTIVA VELO CLUBE RIOCLARENSE - RIO CLARO,SE MATONENSE,SOCIEDADE ESPORTIVA MATONENSE,Rio Claro,scheduled,051 11/abr - sáb 16 h 00 AE VELO CLUBE X SE MATONENSE Rio Claro
paulista_sub12_2026,Sub-12,2,52,11/abr,sáb,16 h 00,PALMEIRAS FC,PALMEIRAS FUTEBOL CLUBE,SÃO CARLOS FL,SÃO CARLOS FUTEBOL LTDA.,São João da Boa Vista,scheduled,052 11/abr - sáb 16 h 00 PALMEIRAS FC X SÃO CARLOS FL São João da Boa Vista
paulista_sub12_2026,Sub-12,2,53,11/abr,sáb,16 h 00,CA TAQUARITINGA,CLUBE ATLÉTICO TAQUARITINGA,PORTO FOOT BALL LTDA,PORTO FOOT BALL LTDA.,Taquaritinga,scheduled,053 11/abr - sáb 16 h 00 CA TAQUARITINGA X PORTO FOOT BALL LTDA Taquaritinga
paulista_sub12_2026,Sub-12,2,54,11/abr,sáb,16 h 00,SPORT CLUBE AGUAÍ,SPORT CLUBE AGUAÍ,RIO CLARO FC,RIO CLARO FUTEBOL CLUBE,Aguaí,scheduled,054 11/abr - sáb 16 h 00 SPORT CLUBE AGUAÍ X RIO CLARO FC Aguaí
paulista_sub12_2026,Sub-12,2,55,11/abr,sáb,16 h 00,COSMOPOLITANO SPORTS,COSMOPOLITANO SPORTS LTDA.,AMPARO AC,AMPARO ATHÉTICO CLUB,Cosmópolis,scheduled,055 11/abr - sáb 16 h 00 COSMOPOLITANO SPORTS X AMPARO AC Cosmópolis
paulista_sub12_2026,Sub-12,2,56,11/abr,sáb,16 h 00,INDEPENDENTE FC,INDEPENDENTE FUTEBOL CLUBE,UA BARBARENSE FC,UNIÃO AGRÍCOLA BARBARENSE FUTEBOL CLUBE - SANTA BÁRBARA D'OESTE,Limeira,scheduled,056 11/abr - sáb 16 h 00 INDEPENDENTE FC X UA BARBARENSE FC Limeira
paulista_sub12_2026,Sub-12,2,57,11/abr,sáb,16 h 00,GUARANI FC,GUARANI FUTEBOL CLUBE,AA INTER LIMEIRA,ASSOCIAÇÃO ATLÉTICA INTERNACIONAL LIMEIRA,Amparo,scheduled,057 11/abr - sáb 16 h 00 GUARANI FC X AA INTER LIMEIRA Amparo
paulista_sub12_2026,Sub-12,2,58,11/abr,sáb,16 h 00,MACABI HOLAMBRA,MACABI HOLAMBRA ESPORTE CLUBE,RIO BRANCO EC,RIO BRANCO ESPORTE CLUBE,Holambra,scheduled,058 11/abr - sáb 16 h 00 MACABI HOLAMBRA X RIO BRANCO EC Holambra
paulista_sub12_2026,Sub-12,2,59,11/abr,sáb,16 h 00,RED BULL BRAGANTINO,RED BULL BRAGANTINO FUTEBOL LTDA.,SC PAULINENSE,SPORTING CLUB PAULINENSE,Atibaia,scheduled,059 11/abr - sáb 16 h 00 RED BULL BRAGANTINO X SC PAULINENSE Atibaia
paulista_sub12_2026,Sub-12,2,60,11/abr,sáb,16 h 00,VALINHOS HYPER FC S.A.F,VALINHOS HYPER FUTEBOL CLUBE SAF,SÃO BERNARDO FC,SÃO BERNARDO FUTEBOL CLUBE LTDA.,Valinhos,scheduled,060 11/abr - sáb 16 h 00 VALINHOS HYPER FC S.A.F X SÃO BERNARDO FC Valinhos
paulista_sub12_2026,Sub-12,2,61,11/abr,sáb,16 h 00,PRIMAVERA SAF,PRIMAVERA SAF,SFERA SAF,SFERA SAF,Indaiatuba,scheduled,061 11/abr - sáb 16 h 00 PRIMAVERA SAF X SFERA SAF Indaiatuba
paulista_sub12_2026,Sub-12,2,62,11/abr,sáb,16 h 00,VALINHOS EC,VALINHOS ESPORTE CLUBE LTDA.,DS SPORTS LTDA,DIFFERENT SYSTEM SPORTS LTDA.,Itatiba,scheduled,062 11/abr - sáb 16 h 00 VALINHOS EC X DS SPORTS LTDA Itatiba
paulista_sub12_2026,Sub-12,2,63,11/abr,sáb,16 h 00,SE PALMEIRAS,SOCIEDADE ESPORTIVA PALMEIRAS,AA FLAMENGO,ASSOCIAÇÃO ATLÉTICA FLAMENGO,Guarulhos,scheduled,063 11/abr - sáb 16 h 00 SE PALMEIRAS X AA FLAMENGO Guarulhos
paulista_sub12_2026,Sub-12,2,64,11/abr,sáb,16 h 00,AD GUARULHOS,ASSOCIAÇÃO DESPORTIVA GUARULHOS,PRATA DA CASA SAF,PRATA DA CASA SAF,Guarulhos,scheduled,064 11/abr - sáb 16 h 00 AD GUARULHOS X PRATA DA CASA SAF Guarulhos
paulista_sub12_2026,Sub-12,2,65,11/abr,sáb,16 h 00,COLORADO CAIEIRAS FC,COLORADO CAIEIRAS FUTEBOL CLUBE LTDA.,PAULISTA FC,PAULISTA FUTEBOL CLUBE LTDA.,Caieiras,scheduled,065 11/abr - sáb 16 h 00 COLORADO CAIEIRAS FC X PAULISTA FC Caieiras
paulista_sub12_2026,Sub-12,2,66,11/abr,sáb,16 h 00,SÃO PAULO FC,SÃO PAULO FUTEBOL CLUBE,SALTO FC,SALTO FUTEBOL CLUBE,Cotia,scheduled,066 11/abr - sáb 16 h 00 SÃO PAULO FC X SALTO FC Cotia
paulista_sub12_2026,Sub-12,2,67,11/abr,sáb,16 h 00,EC SÃO BENTO,ESPORTE CLUBE SÃO BENTO,REFERÊNCIA FC SAF,REFERÊNCIA FUTEBOL CLUBE SAF,Sorocaba,scheduled,067 11/abr - sáb 16 h 00 EC SÃO BENTO X REFERÊNCIA FC SAF Sorocaba
paulista_sub12_2026,Sub-12,2,68,11/abr,sáb,16 h 00,GO AUDAX,GRÊMIO OSASCO AUDAX ESPORTE CLUBE,REAL SOCCER,ASSOCIAÇÃO ACADEMY REAL FUTEBOL CLUBE,Osasco,scheduled,068 11/abr - sáb 16 h 00 GO AUDAX X REAL SOCCER Osasco
paulista_sub12_2026,Sub-12,2,69,11/abr,sáb,16 h 00,CLUBE VITAL SAF,CLUBE VITAL ACADEMIA DE FUTEBOL SAF,VOTORATY FC,VOTORATY FUTEBOL CLUBE LTDA.,Ibiúna,scheduled,069 11/abr - sáb 16 h 00 CLUBE VITAL SAF X VOTORATY FC Ibiúna
paulista_sub12_2026,Sub-12,2,70,11/abr,sáb,16 h 00,SC CORINTHIANS PTA,SPORT CLUB CORINTHIANS PAULISTA,UNIÃO SUZANO AC,UNIÃO SUZANO ATLÉTICO CLUBE,São Paulo,scheduled,070 11/abr - sáb 16 h 00 SC CORINTHIANS PTA X UNIÃO SUZANO AC São Paulo
paulista_sub12_2026,Sub-12,2,71,11/abr,sáb,16 h 00,FC PRIMEIRA CAMISA,FUTEBOL CLUBE PRIMEIRA CAMISA,EC TAUBATÉ,ESPORTE CLUBE TAUBATÉ,São José dos Campos,scheduled,071 11/abr - sáb 16 h 00 FC PRIMEIRA CAMISA X EC TAUBATÉ São José dos Campos
paulista_sub12_2026,Sub-12,2,72,11/abr,sáb,16 h 00,ECUS SAF,ESPORTE CLUBE UNIÃO SUZANO SAF,SÃO JOSÉ EC SAF,SÃO JOSÉ ESPORTE CLUBE SAF,Suzano,scheduled,072 11/abr - sáb 16 h 00 ECUS SAF X SÃO JOSÉ EC SAF Suzano
paulista_sub12_2026,Sub-12,2,73,11/abr,sáb,16 h 00,AD MANTHIQUEIRA,ACADEMIA DESPORTIVA MANTHIQUEIRA FUTEBOL LTDA.,CA ATLÉTICO MOGI,CLUBE ATLÉTICO MOGI DAS CRUZES DE FUTEBOL LTDA.,Guaratinguetá,scheduled,073 11/abr - sáb 16 h 00 AD MANTHIQUEIRA X CA ATLÉTICO MOGI Guaratinguetá
paulista_sub12_2026,Sub-12,2,74,11/abr,sáb,16 h 00,SANTOS FC,SANTOS FUTEBOL CLUBE,BARCELONA EC,BARCELONA ESPORTIVO CAPELA LTDA.,Santos,scheduled,074 11/abr - sáb 16 h 00 SANTOS FC X BARCELONA EC Santos
paulista_sub12_2026,Sub-12,2,75,11/abr,sáb,16 h 00,GE MAUAENSE,GRÊMIO ESPORTIVO MAUAENSE,JABAQUARA AC,JABAQUARA ATLÉTICO CLUBE,Mauá,scheduled,075 11/abr - sáb 16 h 00 GE MAUAENSE X JABAQUARA AC Mauá
paulista_sub12_2026,Sub-12,2,76,11/abr,sáb,16 h 00,SÃO CAETANO FL,SÃO CAETANO FUTEBOL LTDA.,MAUÁ FUTEBOL TE,MAUÁ FUTEBOL TREINAMENTOS E ESPORTES LTDA.,São Caetano do Sul,scheduled,076 11/abr - sáb 16 h 00 SÃO CAETANO FL X MAUÁ FUTEBOL TE São Caetano do Sul
paulista_sub12_2026,Sub-12,2,77,11/abr,sáb,16 h 00,EC SÃO BERNARDO SAF,ESPORTE CLUBE SÃO BERNARDO SAF,AA PORTUGUESA,ASSOCIAÇÃO ATLÉTICA PORTUGUESA,São Bernardo do Campo,scheduled,077 11/abr - sáb 16 h 00 EC SÃO BERNARDO SAF X AA PORTUGUESA São Bernardo do Campo
paulista_sub12_2026,Sub-12,2,78,12/abr,dom,16 h 00,JUVENTUS SAF,JUVENTUS SAF,ITAQUAQUECETUBA ATH.,ITAQUAQUECETUBA ATHLETICO CLUB LTDA.,São Paulo,scheduled,078 12/abr - dom 16 h 00 JUVENTUS SAF X ITAQUAQUECETUBA ATH. São Paulo
paulista_sub12_2026,Sub-12,3,79,25/abr,sáb,16 h 00,JOSÉ BONIFÁCIO EC,JOSÉ BONIFÁCIO ESPORTE CLUBE,OLÍMPIA FC,OLÍMPIA FUTEBOL CLUBE,José Bonifácio,scheduled,079 25/abr - sáb 16 h 00 JOSÉ BONIFÁCIO EC X OLÍMPIA FC José Bonifácio
paulista_sub12_2026,Sub-12,3,80,25/abr,sáb,16 h 00,CA LINENSE,CLUBE ATLÉTICO LINENSE,MIRASSOL FC,MIRASSOL FUTEBOL CLUBE,Lins,scheduled,080 25/abr - sáb 16 h 00 CA LINENSE X MIRASSOL FC Lins
paulista_sub12_2026,Sub-12,3,81,25/abr,sáb,16 h 00,GR. CATANDUVENSE,GRÊMIO CATANDUVENSE DE FUTEBOL,CA PENAPOLENSE,CLUBE ATLÉTICO PENAPOLENSE,Catanduva,scheduled,081 25/abr - sáb 16 h 00 GR. CATANDUVENSE X CA PENAPOLENSE Catanduva
paulista_sub12_2026,Sub-12,3,82,25/abr,sáb,16 h 00,SANTA FÉ FC,SANTA FÉ FUTEBOL CLUBE LTDA.,ARAÇATUBA FC SAF,ARAÇATUBA FUTEBOL CLUBE SAF,Santa Fé do Sul,scheduled,082 25/abr - sáb 16 h 00 SANTA FÉ FC X ARAÇATUBA FC SAF Santa Fé do Sul
paulista_sub12_2026,Sub-12,3,83,25/abr,sáb,16 h 00,AA ITARARÉ,ASSOCIAÇÃO ATLÉTICA ITARARÉ,CA ASSISENSE,CLUBE ATLÉTICO ASSISENSE,Itararé,scheduled,083 25/abr - sáb 16 h 00 AA ITARARÉ X CA ASSISENSE Itararé
paulista_sub12_2026,Sub-12,3,84,25/abr,sáb,16 h 00,PRES. PRUDENTE FC,PRESIDENTE PRUDENTE FUTEBOL CLUBE,TUPÃ FC,TUPÃ FUTEBOL CLUBE,Presidente Prudente,scheduled,084 25/abr - sáb 16 h 00 PRES. PRUDENTE FC X TUPÃ FC Presidente Prudente
